date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2021-05-15,Nuristan,Poruns,Nuristan,35.41689,70.78845,miscellaneous food,Salt,KG,aggregate,Retail,AFN,20.0,0.2587
2021-05-15,Nuristan,Poruns,Nuristan,35.41689,70.78845,miscellaneous food,Sugar,KG,aggregate,Retail,AFN,58.55,0.7574
2021-05-15,Nuristan,Poruns,Nuristan,35.41689,70.78845,non-food,Exchange rate,USD/LCU,aggregate,Retail,AFN,77.48,1.0024
2021-05-15,Nuristan,Poruns,Nuristan,35.41689,70.78845,non-food,Fuel (diesel),L,aggregate,Retail,AFN,51.94,0.6719
2021-05-15,Nuristan,Poruns,Nuristan,35.41689,70.78845,non-food,"Wage (non-qualified labour, non-agricultural)",Day,aggregate,Retail,AFN,250.0,3.2342
2021-05-15,Nuristan,Poruns,Nuristan,35.41689,70.78845,non-food,Wage (qualified labour),Day,aggregate,Retail,AFN,500.0,6.4683
2021-05-15,Nuristan,Poruns,Nuristan,35.41689,70.78845,oil and fats,Oil (cooking),KG,aggregate,Retail,AFN,119.35,1.544
2021-05-15,Nuristan,Poruns,Nuristan,35.41689,70.78845,pulses and nuts,Pulses,KG,aggregate,Retail,AFN,106.0,1.3713
2021-05-15,Paktika,Gomal,Paktika,32.47686,68.74385,cereals and tubers,Bread,KG,aggregate,Retail,AFN,56.0,0.7245
2021-05-15,Paktika,Gomal,Paktika,32.47686,68.74385,cereals and tubers,Rice (high quality),KG,aggregate,Retail,AFN,79.0,1.022
2021-05-15,Paktika,Gomal,Paktika,32.47686,68.74385,cereals and tubers,Rice (low quality),KG,aggregate,Retail,AFN,57.81,0.7478
2021-05-15,Paktika,Gomal,Paktika,32.47686,68.74385,cereals and tubers,Wheat,KG,aggregate,Retail,AFN,32.74,0.4236
2021-05-15,Paktika,Gomal,Paktika,32.47686,68.74385,cereals and tubers,Wheat flour (high quality),KG,aggregate,Retail,AFN,33.29,0.4307
2021-05-15,Paktika,Gomal,Paktika,32.47686,68.74385,cereals and tubers,Wheat flour (low quality),KG,aggregate,Retail,AFN,31.29,0.4048
2021-05-15,Paktika,Gomal,Paktika,32.47686,68.74385,miscellaneous food,Salt,KG,aggregate,Retail,AFN,10.0,0.1294
2021-05-15,Paktika,Gomal,Paktika,32.47686,68.74385,miscellaneous food,Sugar,KG,aggregate,Retail,AFN,50.0,0.6468
2021-05-15,Paktika,Gomal,Paktika,32.47686,68.74385,non-food,Exchange rate,USD/LCU,aggregate,Retail,AFN,78.03,1.0095
2021-05-15,Paktika,Gomal,Paktika,32.47686,68.74385,non-food,Fuel (diesel),L,aggregate,Retail,AFN,42.29,0.5471
2021-05-15,Paktika,Gomal,Paktika,32.47686,68.74385,non-food,"Wage (non-qualified labour, non-agricultural)",Day,aggregate,Retail,AFN,350.0,4.5278
2021-05-15,Paktika,Gomal,Paktika,32.47686,68.74385,non-food,Wage (qualified labour),Day,aggregate,Retail,AFN,600.0,7.762
2021-05-15,Paktika,Gomal,Paktika,32.47686,68.74385,oil and fats,Oil (cooking),KG,aggregate,Retail,AFN,119.55,1.5466
2021-05-15,Paktika,Gomal,Paktika,32.47686,68.74385,pulses and nuts,Pulses,KG,aggregate,Retail,AFN,91.29,1.181
2021-05-15,Paktya,Sayed Karam,Paktya,33.63197,69.38827,cereals and tubers,Bread,KG,aggregate,Retail,AFN,71.0,0.9185
2021-05-15,Paktya,Sayed Karam,Paktya,33.63197,69.38827,cereals and tubers,Rice (high quality),KG,aggregate,Retail,AFN,89.0,1.1514
2021-05-15,Paktya,Sayed Karam,Paktya,33.63197,69.38827,cereals and tubers,Rice (low quality),KG,aggregate,Retail,AFN,59.0,0.7633
2021-05-15,Paktya,Sayed Karam,Paktya,33.63197,69.38827,cereals and tubers,Wheat,KG,aggregate,Retail,AFN,35.0,0.4528
2021-05-15,Paktya,Sayed Karam,Paktya,33.63197,69.38827,cereals and tubers,Wheat flour (high quality),KG,aggregate,Retail,AFN,36.0,0.4657
2021-05-15,Paktya,Sayed Karam,Paktya,33.63197,69.38827,cereals and tubers,Wheat flour (low quality),KG,aggregate,Retail,AFN,31.0,0.401
2021-05-15,Paktya,Sayed Karam,Paktya,33.63197,69.38827,miscellaneous food,Salt,KG,aggregate,Retail,AFN,15.0,0.194
2021-05-15,Paktya,Sayed Karam,Paktya,33.63197,69.38827,miscellaneous food,Sugar,KG,aggregate,Retail,AFN,55.0,0.7115
2021-05-15,Paktya,Sayed Karam,Paktya,33.63197,69.38827,non-food,Exchange rate,USD/LCU,aggregate,Retail,AFN,77.06,0.997
2021-05-15,Paktya,Sayed Karam,Paktya,33.63197,69.38827,non-food,Fuel (diesel),L,aggregate,Retail,AFN,38.0,0.4916
2021-05-15,Paktya,Sayed Karam,Paktya,33.63197,69.38827,non-food,"Wage (non-qualified labour, non-agricultural)",Day,aggregate,Retail,AFN,300.0,3.881
2021-05-15,Paktya,Sayed Karam,Paktya,33.63197,69.38827,non-food,Wage (qualified labour),Day,aggregate,Retail,AFN,700.0,9.0556
2021-05-15,Paktya,Sayed Karam,Paktya,33.63197,69.38827,oil and fats,Oil (cooking),KG,aggregate,Retail,AFN,108.0,1.3972
2021-05-15,Paktya,Sayed Karam,Paktya,33.63197,69.38827,pulses and nuts,Pulses,KG,aggregate,Retail,AFN,103.0,1.3325
2021-05-15,Panjsher,Khenj,Panjsher,35.44563,69.79455,cereals and tubers,Bread,KG,aggregate,Retail,AFN,46.13,0.5968
2021-05-15,Panjsher,Khenj,Panjsher,35.44563,69.79455,cereals and tubers,Rice (high quality),KG,aggregate,Retail,AFN,96.03,1.2423
2021-05-15,Panjsher,Khenj,Panjsher,35.44563,69.79455,cereals and tubers,Rice (low quality),KG,aggregate,Retail,AFN,39.9,0.5162
2021-05-15,Panjsher,Khenj,Panjsher,35.44563,69.79455,cereals and tubers,Wheat,KG,aggregate,Retail,AFN,34.97,0.4524
2021-05-15,Panjsher,Khenj,Panjsher,35.44563,69.79455,cereals and tubers,Wheat flour (high quality),KG,aggregate,Retail,AFN,35.84,0.4636
2021-05-15,Panjsher,Khenj,Panjsher,35.44563,69.79455,cereals and tubers,Wheat flour (low quality),KG,aggregate,Retail,AFN,33.87,0.4382
2021-05-15,Panjsher,Khenj,Panjsher,35.44563,69.79455,miscellaneous food,Salt,KG,aggregate,Retail,AFN,15.0,0.194
2021-05-15,Panjsher,Khenj,Panjsher,35.44563,69.79455,miscellaneous food,Sugar,KG,aggregate,Retail,AFN,50.0,0.6468
2021-05-15,Panjsher,Khenj,Panjsher,35.44563,69.79455,non-food,Exchange rate,USD/LCU,aggregate,Retail,AFN,77.71,1.0053
2021-05-15,Panjsher,Khenj,Panjsher,35.44563,69.79455,non-food,Fuel (diesel),L,aggregate,Retail,AFN,50.0,0.6468
2021-05-15,Panjsher,Khenj,Panjsher,35.44563,69.79455,non-food,"Wage (non-qualified labour, non-agricultural)",Day,aggregate,Retail,AFN,350.0,4.5278
2021-05-15,Panjsher,Khenj,Panjsher,35.44563,69.79455,non-food,Wage (qualified labour),Day,aggregate,Retail,AFN,700.0,9.0556
2021-05-15,Panjsher,Khenj,Panjsher,35.44563,69.79455,oil and fats,Oil (cooking),KG,aggregate,Retail,AFN,140.29,1.8149
2021-05-15,Panjsher,Khenj,Panjsher,35.44563,69.79455,pulses and nuts,Pulses,KG,aggregate,Retail,AFN,96.84,1.2528
2021-05-15,Parwan,Syah Gerd,Parwan,34.95828,68.88609,cereals and tubers,Bread,KG,aggregate,Retail,AFN,38.0,0.4916
2021-05-15,Parwan,Syah Gerd,Parwan,34.95828,68.88609,cereals and tubers,Rice (high quality),KG,aggregate,Retail,AFN,91.26,1.1806
2021-05-15,Parwan,Syah Gerd,Parwan,34.95828,68.88609,cereals and tubers,Rice (low quality),KG,aggregate,Retail,AFN,38.68,0.5004
2021-05-15,Parwan,Syah Gerd,Parwan,34.95828,68.88609,cereals and tubers,Wheat,KG,aggregate,Retail,AFN,30.0,0.3881
2021-05-15,Parwan,Syah Gerd,Parwan,34.95828,68.88609,cereals and tubers,Wheat flour (high quality),KG,aggregate,Retail,AFN,32.58,0.4215
2021-05-15,Parwan,Syah Gerd,Parwan,34.95828,68.88609,cereals and tubers,Wheat flour (low quality),KG,aggregate,Retail,AFN,30.58,0.3956
2021-05-15,Parwan,Syah Gerd,Parwan,34.95828,68.88609,miscellaneous food,Salt,KG,aggregate,Retail,AFN,10.0,0.1294
2021-05-15,Parwan,Syah Gerd,Parwan,34.95828,68.88609,miscellaneous food,Sugar,KG,aggregate,Retail,AFN,49.97,0.6464
2021-05-15,Parwan,Syah Gerd,Parwan,34.95828,68.88609,non-food,Exchange rate,USD/LCU,aggregate,Retail,AFN,77.71,1.0053
2021-05-15,Parwan,Syah Gerd,Parwan,34.95828,68.88609,non-food,Fuel (diesel),L,aggregate,Retail,AFN,49.71,0.6431
2021-05-15,Parwan,Syah Gerd,Parwan,34.95828,68.88609,non-food,"Wage (non-qualified labour, non-agricultural)",Day,aggregate,Retail,AFN,350.0,4.5278
2021-05-15,Parwan,Syah Gerd,Parwan,34.95828,68.88609,non-food,Wage (qualified labour),Day,aggregate,Retail,AFN,750.0,9.7025
2021-05-15,Parwan,Syah Gerd,Parwan,34.95828,68.88609,oil and fats,Oil (cooking),KG,aggregate,Retail,AFN,132.9,1.7193
2021-05-15,Parwan,Syah Gerd,Parwan,34.95828,68.88609,pulses and nuts,Pulses,KG,aggregate,Retail,AFN,96.0,1.2419
2021-05-15,Samangan,Khuram wa Sarbagh,Samangan,35.97247,67.70248,cereals and tubers,Bread,KG,aggregate,Retail,AFN,59.0,0.7633
2021-05-15,Samangan,Khuram wa Sarbagh,Samangan,35.97247,67.70248,cereals and tubers,Rice (high quality),KG,aggregate,Retail,AFN,92.0,1.1902
2021-05-15,Samangan,Khuram wa Sarbagh,Samangan,35.97247,67.70248,cereals and tubers,Rice (low quality),KG,aggregate,Retail,AFN,43.0,0.5563
2021-05-15,Samangan,Khuram wa Sarbagh,Samangan,35.97247,67.70248,cereals and tubers,Wheat,KG,aggregate,Retail,AFN,29.97,0.3877
2021-05-15,Samangan,Khuram wa Sarbagh,Samangan,35.97247,67.70248,cereals and tubers,Wheat flour (high quality),KG,aggregate,Retail,AFN,33.0,0.4269
2021-05-15,Samangan,Khuram wa Sarbagh,Samangan,35.97247,67.70248,cereals and tubers,Wheat flour (low quality),KG,aggregate,Retail,AFN,31.0,0.401
2021-05-15,Samangan,Khuram wa Sarbagh,Samangan,35.97247,67.70248,miscellaneous food,Salt,KG,aggregate,Retail,AFN,15.0,0.194
2021-05-15,Samangan,Khuram wa Sarbagh,Samangan,35.97247,67.70248,miscellaneous food,Sugar,KG,aggregate,Retail,AFN,50.0,0.6468
2021-05-15,Samangan,Khuram wa Sarbagh,Samangan,35.97247,67.70248,non-food,Exchange rate,USD/LCU,aggregate,Retail,AFN,78.0,1.0091
2021-05-15,Samangan,Khuram wa Sarbagh,Samangan,35.97247,67.70248,non-food,Fuel (diesel),L,aggregate,Retail,AFN,49.19,0.6364
2021-05-15,Samangan,Khuram wa Sarbagh,Samangan,35.97247,67.70248,non-food,"Wage (non-qualified labour, non-agricultural)",Day,aggregate,Retail,AFN,350.0,4.5278
2021-05-15,Samangan,Khuram wa Sarbagh,Samangan,35.97247,67.70248,non-food,Wage (qualified labour),Day,aggregate,Retail,AFN,650.0,8.4088
2021-05-15,Samangan,Khuram wa Sarbagh,Samangan,35.97247,67.70248,oil and fats,Oil (cooking),KG,aggregate,Retail,AFN,130.0,1.6818
2021-05-15,Samangan,Khuram wa Sarbagh,Samangan,35.97247,67.70248,pulses and nuts,Pulses,KG,aggregate,Retail,AFN,88.0,1.1384
2021-05-15,Sar-e-pul,Kohistanat,Sar-e-Pul,35.7145,66.13887,cereals and tubers,Bread,KG,aggregate,Retail,AFN,56.0,0.7245
2021-05-15,Sar-e-pul,Kohistanat,Sar-e-Pul,35.7145,66.13887,cereals and tubers,Rice (high quality),KG,aggregate,Retail,AFN,92.0,1.1902
2021-05-15,Sar-e-pul,Kohistanat,Sar-e-Pul,35.7145,66.13887,cereals and tubers,Rice (low quality),KG,aggregate,Retail,AFN,50.0,0.6468
2021-05-15,Sar-e-pul,Kohistanat,Sar-e-Pul,35.7145,66.13887,cereals and tubers,Wheat,KG,aggregate,Retail,AFN,30.74,0.3977
2021-05-15,Sar-e-pul,Kohistanat,Sar-e-Pul,35.7145,66.13887,cereals and tubers,Wheat flour (high quality),KG,aggregate,Retail,AFN,32.0,0.414
2021-05-15,Sar-e-pul,Kohistanat,Sar-e-Pul,35.7145,66.13887,cereals and tubers,Wheat flour (low quality),KG,aggregate,Retail,AFN,30.0,0.3881
2021-05-15,Sar-e-pul,Kohistanat,Sar-e-Pul,35.7145,66.13887,miscellaneous food,Salt,KG,aggregate,Retail,AFN,15.0,0.194
2021-05-15,Sar-e-pul,Kohistanat,Sar-e-Pul,35.7145,66.13887,miscellaneous food,Sugar,KG,aggregate,Retail,AFN,50.0,0.6468
2021-05-15,Sar-e-pul,Kohistanat,Sar-e-Pul,35.7145,66.13887,non-food,Exchange rate,USD/LCU,aggregate,Retail,AFN,78.0,1.0091
2021-05-15,Sar-e-pul,Kohistanat,Sar-e-Pul,35.7145,66.13887,non-food,Fuel (diesel),L,aggregate,Retail,AFN,46.0,0.5951
2021-05-15,Sar-e-pul,Kohistanat,Sar-e-Pul,35.7145,66.13887,non-food,"Wage (non-qualified labour, non-agricultural)",Day,aggregate,Retail,AFN,300.0,3.881
2021-05-15,Sar-e-pul,Kohistanat,Sar-e-Pul,35.7145,66.13887,non-food,Wage (qualified labour),Day,aggregate,Retail,AFN,700.0,9.0556
2021-05-15,Sar-e-pul,Kohistanat,Sar-e-Pul,35.7145,66.13887,oil and fats,Oil (cooking),KG,aggregate,Retail,AFN,134.0,1.7335
2021-05-15,Sar-e-pul,Kohistanat,Sar-e-Pul,35.7145,66.13887,pulses and nuts,Pulses,KG,aggregate,Retail,AFN,78.52,1.0157
2021-05-15,Takhar,Taloqan,Takhar,36.70154,69.77882,cereals and tubers,Bread,KG,aggregate,Retail,AFN,50.0,0.6468
2021-05-15,Takhar,Taloqan,Takhar,36.70154,69.77882,cereals and tubers,Rice (high quality),KG,aggregate,Retail,AFN,87.23,1.1284
2021-05-15,Takhar,Taloqan,Takhar,36.70154,69.77882,cereals and tubers,Rice (low quality),KG,aggregate,Retail,AFN,38.26,0.4949
2021-05-15,Takhar,Taloqan,Takhar,36.70154,69.77882,cereals and tubers,Wheat,KG,aggregate,Retail,AFN,28.19,0.3647
2021-05-15,Takhar,Taloqan,Takhar,36.70154,69.77882,cereals and tubers,Wheat flour (high quality),KG,aggregate,Retail,AFN,32.48,0.4202
2021-05-15,Takhar,Taloqan,Takhar,36.70154,69.77882,cereals and tubers,Wheat flour (low quality),KG,aggregate,Retail,AFN,30.52,0.3948
2021-05-15,Takhar,Taloqan,Takhar,36.70154,69.77882,miscellaneous food,Salt,KG,aggregate,Retail,AFN,10.0,0.1294
2021-05-15,Takhar,Taloqan,Takhar,36.70154,69.77882,miscellaneous food,Sugar,KG,aggregate,Retail,AFN,50.0,0.6468
2021-05-15,Takhar,Taloqan,Takhar,36.70154,69.77882,non-food,Exchange rate,USD/LCU,aggregate,Retail,AFN,77.55,1.0032
2021-05-15,Takhar,Taloqan,Takhar,36.70154,69.77882,non-food,Fuel (diesel),L,aggregate,Retail,AFN,50.06,0.6477
2021-05-15,Takhar,Taloqan,Takhar,36.70154,69.77882,non-food,"Wage (non-qualified labour, non-agricultural)",Day,aggregate,Retail,AFN,307.06,3.9724
2021-05-15,Takhar,Taloqan,Takhar,36.70154,69.77882,non-food,Wage (qualified labour),Day,aggregate,Retail,AFN,734.32,9.4996
2021-05-15,Takhar,Taloqan,Takhar,36.70154,69.77882,oil and fats,Oil (cooking),KG,aggregate,Retail,AFN,141.35,1.8287
2021-05-15,Takhar,Taloqan,Takhar,36.70154,69.77882,pulses and nuts,Pulses,KG,aggregate,Retail,AFN,80.94,1.047
2021-05-15,Uruzgan,Chora,Uruzgan,32.85442,66.05886,cereals and tubers,Bread,KG,aggregate,Retail,AFN,50.0,0.6468
2021-05-15,Uruzgan,Chora,Uruzgan,32.85442,66.05886,cereals and tubers,Rice (high quality),KG,aggregate,Retail,AFN,72.9,0.9431
2021-05-15,Uruzgan,Chora,Uruzgan,32.85442,66.05886,cereals and tubers,Rice (low quality),KG,aggregate,Retail,AFN,47.87,0.6193
2021-05-15,Uruzgan,Chora,Uruzgan,32.85442,66.05886,cereals and tubers,Wheat,KG,aggregate,Retail,AFN,30.81,0.3985
2021-05-15,Uruzgan,Chora,Uruzgan,32.85442,66.05886,cereals and tubers,Wheat flour (high quality),KG,aggregate,Retail,AFN,34.61,0.4478
2021-05-15,Uruzgan,Chora,Uruzgan,32.85442,66.05886,cereals and tubers,Wheat flour (low quality),KG,aggregate,Retail,AFN,31.03,0.4015
2021-05-15,Uruzgan,Chora,Uruzgan,32.85442,66.05886,miscellaneous food,Salt,KG,aggregate,Retail,AFN,9.52,0.1231
2021-05-15,Uruzgan,Chora,Uruzgan,32.85442,66.05886,miscellaneous food,Sugar,KG,aggregate,Retail,AFN,45.32,0.5863
2021-05-15,Uruzgan,Chora,Uruzgan,32.85442,66.05886,non-food,Exchange rate,USD/LCU,aggregate,Retail,AFN,77.71,1.0053
2021-05-15,Uruzgan,Chora,Uruzgan,32.85442,66.05886,non-food,Fuel (diesel),L,aggregate,Retail,AFN,49.03,0.6343
2021-05-15,Uruzgan,Chora,Uruzgan,32.85442,66.05886,non-food,"Wage (non-qualified labour, non-agricultural)",Day,aggregate,Retail,AFN,312.06,4.0371
2021-05-15,Uruzgan,Chora,Uruzgan,32.85442,66.05886,non-food,Wage (qualified labour),Day,aggregate,Retail,AFN,823.42,10.6523
2021-05-15,Uruzgan,Chora,Uruzgan,32.85442,66.05886,oil and fats,Oil (cooking),KG,aggregate,Retail,AFN,109.65,1.4184
2021-05-15,Uruzgan,Chora,Uruzgan,32.85442,66.05886,pulses and nuts,Pulses,KG,aggregate,Retail,AFN,78.35,1.0136
2021-05-15,Wardak,Hesa Awal-e- Behsud,Maidan Wardak,34.30325,68.21775,cereals and tubers,Bread,KG,aggregate,Retail,AFN,56.0,0.7245
2021-05-15,Wardak,Hesa Awal-e- Behsud,Maidan Wardak,34.30325,68.21775,cereals and tubers,Rice (high quality),KG,aggregate,Retail,AFN,87.9,1.1372
2021-05-15,Wardak,Hesa Awal-e- Behsud,Maidan Wardak,34.30325,68.21775,cereals and tubers,Rice (low quality),KG,aggregate,Retail,AFN,58.48,0.7566
2021-05-15,Wardak,Hesa Awal-e- Behsud,Maidan Wardak,34.30325,68.21775,cereals and tubers,Wheat,KG,aggregate,Retail,AFN,30.0,0.3881
2021-05-15,Wardak,Hesa Awal-e- Behsud,Maidan Wardak,34.30325,68.21775,cereals and tubers,Wheat flour (high quality),KG,aggregate,Retail,AFN,32.29,0.4177
2021-05-15,Wardak,Hesa Awal-e- Behsud,Maidan Wardak,34.30325,68.21775,cereals and tubers,Wheat flour (low quality),KG,aggregate,Retail,AFN,31.0,0.401
2021-05-15,Wardak,Hesa Awal-e- Behsud,Maidan Wardak,34.30325,68.21775,miscellaneous food,Salt,KG,aggregate,Retail,AFN,11.97,0.1548
2021-05-15,Wardak,Hesa Awal-e- Behsud,Maidan Wardak,34.30325,68.21775,miscellaneous food,Sugar,KG,aggregate,Retail,AFN,52.0,0.6727
2021-05-15,Wardak,Hesa Awal-e- Behsud,Maidan Wardak,34.30325,68.21775,non-food,Exchange rate,USD/LCU,aggregate,Retail,AFN,77.58,1.0036
2021-05-15,Wardak,Hesa Awal-e- Behsud,Maidan Wardak,34.30325,68.21775,non-food,Fuel (diesel),L,aggregate,Retail,AFN,42.52,0.55
2021-05-15,Wardak,Hesa Awal-e- Behsud,Maidan Wardak,34.30325,68.21775,non-food,"Wage (non-qualified labour, non-agricultural)",Day,aggregate,Retail,AFN,350.0,4.5278
2021-05-15,Wardak,Hesa Awal-e- Behsud,Maidan Wardak,34.30325,68.21775,non-food,Wage (qualified labour),Day,aggregate,Retail,AFN,600.0,7.762
2021-05-15,Wardak,Hesa Awal-e- Behsud,Maidan Wardak,34.30325,68.21775,oil and fats,Oil (cooking),KG,aggregate,Retail,AFN,114.0,1.4748
2021-05-15,Wardak,Hesa Awal-e- Behsud,Maidan Wardak,34.30325,68.21775,pulses and nuts,Pulses,KG,aggregate,Retail,AFN,92.87,1.2014
2021-05-15,Zabul,Qalat,Zabul,32.19989,67.14782,cereals and tubers,Bread,KG,aggregate,Retail,AFN,50.0,0.6468
2021-05-15,Zabul,Qalat,Zabul,32.19989,67.14782,cereals and tubers,Rice (high quality),KG,aggregate,Retail,AFN,100.0,1.2937
2021-05-15,Zabul,Qalat,Zabul,32.19989,67.14782,cereals and tubers,Rice (low quality),KG,aggregate,Retail,AFN,60.0,0.7762
2021-05-15,Zabul,Qalat,Zabul,32.19989,67.14782,cereals and tubers,Wheat,KG,aggregate,Retail,AFN,35.1,0.454
2021-05-15,Zabul,Qalat,Zabul,32.19989,67.14782,cereals and tubers,Wheat flour (high quality),KG,aggregate,Retail,AFN,37.1,0.4799
2021-05-15,Zabul,Qalat,Zabul,32.19989,67.14782,cereals and tubers,Wheat flour (low quality),KG,aggregate,Retail,AFN,34.1,0.4411
2021-05-15,Zabul,Qalat,Zabul,32.19989,67.14782,miscellaneous food,Salt,KG,aggregate,Retail,AFN,9.0,0.1164
2021-05-15,Zabul,Qalat,Zabul,32.19989,67.14782,miscellaneous food,Sugar,KG,aggregate,Retail,AFN,47.13,0.6097
2021-05-15,Zabul,Qalat,Zabul,32.19989,67.14782,non-food,Exchange rate,USD/LCU,aggregate,Retail,AFN,78.0,1.0091
2021-05-15,Zabul,Qalat,Zabul,32.19989,67.14782,non-food,Fuel (diesel),L,aggregate,Retail,AFN,47.26,0.6114
2021-05-15,Zabul,Qalat,Zabul,32.19989,67.14782,non-food,"Wage (non-qualified labour, non-agricultural)",Day,aggregate,Retail,AFN,250.0,3.2342
2021-05-15,Zabul,Qalat,Zabul,32.19989,67.14782,non-food,Wage (qualified labour),Day,aggregate,Retail,AFN,600.0,7.762
2021-05-15,Zabul,Qalat,Zabul,32.19989,67.14782,oil and fats,Oil (cooking),KG,aggregate,Retail,AFN,159.58,2.0644
2021-05-15,Zabul,Qalat,Zabul,32.19989,67.14782,pulses and nuts,Pulses,KG,aggregate,Retail,AFN,94.39,1.221
2021-06-15,Badakhshan,Argo,Badakhshan,37.03785,70.45621,cereals and tubers,Bread,KG,aggregate,Retail,AFN,59.85,0.7634
2021-06-15,Badakhshan,Argo,Badakhshan,37.03785,70.45621,cereals and tubers,Rice (high quality),KG,aggregate,Retail,AFN,89.96,1.1475
2021-06-15,Badakhshan,Argo,Badakhshan,37.03785,70.45621,cereals and tubers,Rice (low quality),KG,aggregate,Retail,AFN,41.04,0.5234
2021-06-15,Badakhshan,Argo,Badakhshan,37.03785,70.45621,cereals and tubers,Wheat,KG,aggregate,Retail,AFN,30.48,0.3888
2021-06-15,Badakhshan,Argo,Badakhshan,37.03785,70.45621,cereals and tubers,Wheat flour (high quality),KG,aggregate,Retail,AFN,37.78,0.4819
2021-06-15,Badakhshan,Argo,Badakhshan,37.03785,70.45621,cereals and tubers,Wheat flour (low quality),KG,aggregate,Retail,AFN,32.52,0.4148
2021-06-15,Badakhshan,Argo,Badakhshan,37.03785,70.45621,miscellaneous food,Salt,KG,aggregate,Retail,AFN,25.0,0.3189
2021-06-15,Badakhshan,Argo,Badakhshan,37.03785,70.45621,miscellaneous food,Sugar,KG,aggregate,Retail,AFN,50.0,0.6378
2021-06-15,Badakhshan,Argo,Badakhshan,37.03785,70.45621,non-food,Exchange rate,USD/LCU,aggregate,Retail,AFN,78.78,1.0048
2021-06-15,Badakhshan,Argo,Badakhshan,37.03785,70.45621,non-food,Fuel (diesel),L,aggregate,Retail,AFN,55.63,0.7096
2021-06-15,Badakhshan,Argo,Badakhshan,37.03785,70.45621,non-food,"Wage (non-qualified labour, non-agricultural)",Day,aggregate,Retail,AFN,330.07,4.2101
2021-06-15,Badakhshan,Argo,Badakhshan,37.03785,70.45621,non-food,Wage (qualified labour),Day,aggregate,Retail,AFN,733.0,9.3495
2021-06-15,Badakhshan,Argo,Badakhshan,37.03785,70.45621,oil and fats,Oil (cooking),KG,aggregate,Retail,AFN,148.19,1.8901
2021-06-15,Badakhshan,Argo,Badakhshan,37.03785,70.45621,pulses and nuts,Pulses,KG,aggregate,Retail,AFN,86.15,1.0988
2021-06-15,Badghis,Jawand,Badghis,35.13699,63.73446,cereals and tubers,Bread,KG,aggregate,Retail,AFN,56.0,0.7143
2021-06-15,Badghis,Jawand,Badghis,35.13699,63.73446,cereals and tubers,Rice (high quality),KG,aggregate,Retail,AFN,95.0,1.2117
2021-06-15,Badghis,Jawand,Badghis,35.13699,63.73446,cereals and tubers,Rice (low quality),KG,aggregate,Retail,AFN,75.0,0.9566
2021-06-15,Badghis,Jawand,Badghis,35.13699,63.73446,cereals and tubers,Wheat,KG,aggregate,Retail,AFN,28.44,0.3628
2021-06-15,Badghis,Jawand,Badghis,35.13699,63.73446,cereals and tubers,Wheat flour (high quality),KG,aggregate,Retail,AFN,31.22,0.3982
2021-06-15,Badghis,Jawand,Badghis,35.13699,63.73446,cereals and tubers,Wheat flour (low quality),KG,aggregate,Retail,AFN,30.22,0.3855
2021-06-15,Badghis,Jawand,Badghis,35.13699,63.73446,miscellaneous food,Salt,KG,aggregate,Retail,AFN,10.0,0.1276
2021-06-15,Badghis,Jawand,Badghis,35.13699,63.73446,miscellaneous food,Sugar,KG,aggregate,Retail,AFN,51.11,0.6519
2021-06-15,Badghis,Jawand,Badghis,35.13699,63.73446,non-food,Exchange rate,USD/LCU,aggregate,Retail,AFN,78.78,1.0048
2021-06-15,Badghis,Jawand,Badghis,35.13699,63.73446,non-food,Fuel (diesel),L,aggregate,Retail,AFN,48.07,0.6132
2021-06-15,Badghis,Jawand,Badghis,35.13699,63.73446,non-food,"Wage (non-qualified labour, non-agricultural)",Day,aggregate,Retail,AFN,250.0,3.1888
2021-06-15,Badghis,Jawand,Badghis,35.13699,63.73446,non-food,Wage (qualified labour),Day,aggregate,Retail,AFN,600.0,7.6531
2021-06-15,Badghis,Jawand,Badghis,35.13699,63.73446,oil and fats,Oil (cooking),KG,aggregate,Retail,AFN,164.07,2.0928
2021-06-15,Badghis,Jawand,Badghis,35.13699,63.73446,pulses and nuts,Pulses,KG,aggregate,Retail,AFN,106.04,1.3525
2021-06-15,Baghlan,Dushi,Baghlan,35.80445,68.9142,cereals and tubers,Bread,KG,aggregate,Retail,AFN,56.0,0.7143
2021-06-15,Baghlan,Dushi,Baghlan,35.80445,68.9142,cereals and tubers,Rice (high quality),KG,aggregate,Retail,AFN,95.0,1.2117
2021-06-15,Baghlan,Dushi,Baghlan,35.80445,68.9142,cereals and tubers,Rice (low quality),KG,aggregate,Retail,AFN,40.0,0.5102
2021-06-15,Baghlan,Dushi,Baghlan,35.80445,68.9142,cereals and tubers,Wheat,KG,aggregate,Retail,AFN,27.7,0.3534
2021-06-15,Baghlan,Dushi,Baghlan,35.80445,68.9142,cereals and tubers,Wheat flour (high quality),KG,aggregate,Retail,AFN,32.0,0.4082
2021-06-15,Baghlan,Dushi,Baghlan,35.80445,68.9142,cereals and tubers,Wheat flour (low quality),KG,aggregate,Retail,AFN,29.0,0.3699
